student_id,week_number,month,total_classes,attended_classes,percentage
252,10,October,18,16,88.89
252,11,October,22,19,86.36
252,12,October,23,21,91.3
252,13,November,20,18,90.0
252,14,November,18,15,83.33
253,1,August,21,14,66.67
253,2,August,20,14,70.0
253,3,August,18,13,72.22
253,4,August,20,14,70.0
253,5,September,18,14,77.78
253,6,September,20,15,75.0
253,7,September,25,19,76.0
253,8,September,20,16,80.0
253,9,October,21,17,80.95
253,10,October,22,19,86.36
253,11,October,19,17,89.47
253,12,October,24,21,87.5
253,13,November,19,17,89.47
253,14,November,19,17,89.47
254,1,August,23,22,95.65
254,2,August,25,22,88.0
254,3,August,24,23,95.83
254,4,August,24,23,95.83
254,5,September,23,20,86.96
254,6,September,22,21,95.45
254,7,September,24,23,95.83
254,8,September,25,24,96.0
254,9,October,18,17,94.44
254,10,October,22,20,90.91
254,11,October,19,17,89.47
254,12,October,25,23,92.0
254,13,November,23,22,95.65
254,14,November,23,22,95.65
255,1,August,23,20,86.96
255,2,August,21,17,80.95
255,3,August,21,18,85.71
255,4,August,20,17,85.0
255,5,September,25,20,80.0
255,6,September,19,16,84.21
255,7,September,20,17,85.0
255,8,September,20,17,85.0
255,9,October,19,16,84.21
255,10,October,22,19,86.36
255,11,October,25,21,84.0
255,12,October,22,19,86.36
255,13,November,24,21,87.5
255,14,November,22,18,81.82
256,1,August,18,15,83.33
256,2,August,21,17,80.95
256,3,August,20,16,80.0
256,4,August,19,15,78.95
256,5,September,18,14,77.78
256,6,September,22,15,68.18
256,7,September,21,13,61.9
256,8,September,21,14,66.67
256,9,October,20,12,60.0
256,10,October,18,12,66.67
256,11,October,25,13,52.0
256,12,October,21,11,52.38
256,13,November,25,12,48.0
256,14,November,22,10,45.45
257,1,August,22,19,86.36
257,2,August,19,16,84.21
257,3,August,22,18,81.82
257,4,August,23,17,73.91
257,5,September,18,13,72.22
257,6,September,21,15,71.43
257,7,September,22,14,63.64
257,8,September,24,15,62.5
257,9,October,23,13,56.52
257,10,October,22,12,54.55
257,11,October,18,9,50.0
257,12,October,20,9,45.0
257,13,November,24,10,41.67
257,14,November,20,8,40.0
258,1,August,22,20,90.91
258,2,August,18,15,83.33
258,3,August,21,18,85.71
258,4,August,22,20,90.91
258,5,September,23,20,86.96
258,6,September,20,18,90.0
258,7,September,20,18,90.0
258,8,September,18,16,88.89
258,9,October,20,18,90.0
258,10,October,25,23,92.0
258,11,October,19,17,89.47
258,12,October,18,16,88.89
258,13,November,20,18,90.0
258,14,November,23,20,86.96
259,1,August,22,20,90.91
259,2,August,23,21,91.3
259,3,August,21,19,90.48
259,4,August,22,20,90.91
259,5,September,24,22,91.67
259,6,September,25,24,96.0
259,7,September,23,21,91.3
259,8,September,22,21,95.45
259,9,October,18,16,88.89
259,10,October,22,21,95.45
259,11,October,24,21,87.5
259,12,October,23,22,95.65
259,13,November,25,23,92.0
259,14,November,25,23,92.0
260,1,August,25,20,80.0
260,2,August,20,17,85.0
260,3,August,23,18,78.26
260,4,August,23,18,78.26
260,5,September,20,15,75.0
260,6,September,25,18,72.0
260,7,September,24,17,70.83
260,8,September,22,16,72.73
260,9,October,24,16,66.67
260,10,October,22,15,68.18
260,11,October,20,14,70.0
260,12,October,23,14,60.87
260,13,November,23,14,60.87
260,14,November,23,15,65.22
261,1,August,22,19,86.36
261,2,August,19,17,89.47
261,3,August,21,19,90.48
261,4,August,24,20,83.33
261,5,September,21,18,85.71
261,6,September,23,21,91.3
261,7,September,20,18,90.0
261,8,September,22,19,86.36
261,9,October,20,16,80.0
261,10,October,23,20,86.96
261,11,October,25,22,88.0
261,12,October,25,22,88.0
261,13,November,21,18,85.71
261,14,November,22,19,86.36
262,1,August,21,19,90.48
262,2,August,19,16,84.21
262,3,August,23,20,86.96
262,4,August,24,21,87.5
262,5,September,18,15,83.33
262,6,September,20,18,90.0
262,7,September,20,17,85.0
262,8,September,19,17,89.47
262,9,October,24,20,83.33
262,10,October,22,19,86.36
262,11,October,25,23,92.0
262,12,October,21,18,85.71
262,13,November,20,17,85.0
262,14,November,18,15,83.33
263,1,August,25,23,92.0
263,2,August,18,16,88.89
263,3,August,21,18,85.71
263,4,August,22,20,90.91
263,5,September,18,16,88.89
263,6,September,24,21,87.5
263,7,September,19,17,89.47
263,8,September,20,18,90.0
263,9,October,23,21,91.3
263,10,October,23,21,91.3
263,11,October,24,22,91.67
263,12,October,20,18,90.0
263,13,November,21,19,90.48
263,14,November,23,20,86.96
264,1,August,25,21,84.0
264,2,August,21,19,90.48
264,3,August,19,16,84.21
264,4,August,18,15,83.33
264,5,September,20,17,85.0
264,6,September,20,17,85.0
264,7,September,21,17,80.95
264,8,September,23,19,82.61
264,9,October,21,18,85.71
264,10,October,22,18,81.82
264,11,October,19,15,78.95
264,12,October,20,17,85.0
264,13,November,23,18,78.26
264,14,November,21,17,80.95
265,1,August,22,20,90.91
265,2,August,18,16,88.89
265,3,August,22,20,90.91
265,4,August,23,21,91.3
265,5,September,25,24,96.0
265,6,September,22,20,90.91
265,7,September,20,18,90.0
265,8,September,19,18,94.74
265,9,October,19,17,89.47
265,10,October,23,22,95.65
265,11,October,24,23,95.83
265,12,October,18,16,88.89
265,13,November,18,17,94.44
265,14,November,20,19,95.0
266,1,August,25,22,88.0
266,2,August,19,16,84.21
266,3,August,19,17,89.47
266,4,August,20,17,85.0
266,5,September,25,22,88.0
266,6,September,20,17,85.0
266,7,September,23,20,86.96
266,8,September,22,19,86.36
266,9,October,22,19,86.36
266,10,October,24,21,87.5
266,11,October,21,18,85.71
266,12,October,20,17,85.0
266,13,November,23,20,86.96
266,14,November,19,17,89.47
267,1,August,19,17,89.47
267,2,August,24,21,87.5
267,3,August,24,21,87.5
267,4,August,18,16,88.89
267,5,September,19,17,89.47
267,6,September,19,17,89.47
267,7,September,19,17,89.47
267,8,September,24,21,87.5
267,9,October,22,20,90.91
267,10,October,25,23,92.0
267,11,October,23,21,91.3
267,12,October,21,19,90.48
267,13,November,21,19,90.48
267,14,November,25,22,88.0
268,1,August,24,22,91.67
268,2,August,23,22,95.65
268,3,August,20,19,95.0
268,4,August,24,23,95.83
268,5,September,20,18,90.0
268,6,September,19,17,89.47
268,7,September,23,21,91.3
268,8,September,25,24,96.0
268,9,October,25,24,96.0
268,10,October,20,19,95.0
268,11,October,18,17,94.44
268,12,October,23,22,95.65
268,13,November,21,19,90.48
268,14,November,24,23,95.83
269,1,August,18,16,88.89
269,2,August,20,19,95.0
269,3,August,22,21,95.45
269,4,August,24,21,87.5
269,5,September,22,20,90.91
269,6,September,23,21,91.3
269,7,September,20,18,90.0
269,8,September,25,24,96.0
269,9,October,24,22,91.67
269,10,October,21,19,90.48
269,11,October,20,18,90.0
269,12,October,25,22,88.0
269,13,November,23,21,91.3
269,14,November,20,18,90.0
270,1,August,24,20,83.33
270,2,August,21,18,85.71
270,3,August,19,16,84.21
270,4,August,24,20,83.33
270,5,September,22,19,86.36
270,6,September,24,21,87.5
270,7,September,24,21,87.5
270,8,September,19,15,78.95
270,9,October,20,17,85.0
270,10,October,22,19,86.36
270,11,October,21,18,85.71
270,12,October,24,21,87.5
270,13,November,24,20,83.33
270,14,November,25,21,84.0
271,1,August,22,19,86.36
271,2,August,25,21,84.0
271,3,August,19,17,89.47
271,4,August,22,20,90.91
271,5,September,20,17,85.0
271,6,September,19,16,84.21
271,7,September,24,21,87.5
271,8,September,19,16,84.21
271,9,October,19,16,84.21
271,10,October,22,20,90.91
271,11,October,24,21,87.5
271,12,October,25,22,88.0
271,13,November,24,21,87.5
271,14,November,19,16,84.21
272,1,August,20,17,85.0
272,2,August,18,16,88.89
272,3,August,22,19,86.36
272,4,August,24,20,83.33
272,5,September,22,19,86.36
272,6,September,21,18,85.71
272,7,September,23,20,86.96
272,8,September,18,16,88.89
272,9,October,21,18,85.71
272,10,October,18,16,88.89
272,11,October,24,20,83.33
272,12,October,22,19,86.36
272,13,November,24,20,83.33
272,14,November,19,16,84.21
273,1,August,21,19,90.48
273,2,August,18,16,88.89
273,3,August,19,17,89.47
273,4,August,22,20,90.91
273,5,September,23,21,91.3
273,6,September,20,19,95.0
273,7,September,25,23,92.0
273,8,September,19,17,89.47
273,9,October,24,22,91.67
273,10,October,20,18,90.0
273,11,October,20,18,90.0
273,12,October,21,18,85.71
273,13,November,25,23,92.0
273,14,November,19,17,89.47
274,1,August,19,16,84.21
274,2,August,22,18,81.82
274,3,August,25,20,80.0
274,4,August,25,20,80.0
274,5,September,24,19,79.17
274,6,September,20,15,75.0
274,7,September,18,13,72.22
274,8,September,18,12,66.67
274,9,October,19,13,68.42
274,10,October,20,14,70.0
274,11,October,23,15,65.22
274,12,October,20,14,70.0
274,13,November,25,16,64.0
274,14,November,20,12,60.0
275,1,August,19,16,84.21
275,2,August,22,17,77.27
275,3,August,19,14,73.68
275,4,August,22,17,77.27
275,5,September,23,18,78.26
275,6,September,19,13,68.42
275,7,September,23,16,69.57
275,8,September,21,14,66.67
275,9,October,20,13,65.0
275,10,October,19,12,63.16
275,11,October,24,15,62.5
275,12,October,23,15,65.22
275,13,November,19,12,63.16
275,14,November,21,12,57.14
276,1,August,19,12,63.16
276,2,August,18,12,66.67
276,3,August,19,13,68.42
276,4,August,22,15,68.18
276,5,September,24,17,70.83
276,6,September,20,15,75.0
276,7,September,19,14,73.68
276,8,September,18,14,77.78
276,9,October,25,20,80.0
276,10,October,20,16,80.0
276,11,October,21,17,80.95
276,12,October,24,21,87.5
276,13,November,18,16,88.89
276,14,November,18,16,88.89
277,1,August,24,22,91.67
277,2,August,19,17,89.47
277,3,August,20,17,85.0
277,4,August,18,16,88.89
277,5,September,23,20,86.96
277,6,September,22,19,86.36
277,7,September,23,20,86.96
277,8,September,21,19,90.48
277,9,October,20,18,90.0
277,10,October,25,23,92.0
277,11,October,24,22,91.67
277,12,October,23,21,91.3
277,13,November,18,17,94.44
277,14,November,18,16,88.89
278,1,August,25,21,84.0
278,2,August,20,17,85.0
278,3,August,18,15,83.33
278,4,August,25,20,80.0
278,5,September,24,19,79.17
278,6,September,23,18,78.26
278,7,September,21,16,76.19
278,8,September,23,16,69.57
278,9,October,22,15,68.18
278,10,October,25,17,68.0
278,11,October,18,12,66.67
278,12,October,18,12,66.67
278,13,November,22,13,59.09
278,14,November,23,14,60.87
279,1,August,20,19,95.0
279,2,August,20,19,95.0
279,3,August,21,20,95.24
279,4,August,19,18,94.74
279,5,September,18,17,94.44
279,6,September,18,17,94.44
279,7,September,24,23,95.83
279,8,September,23,22,95.65
279,9,October,24,22,91.67
279,10,October,19,17,89.47
279,11,October,22,21,95.45
279,12,October,20,19,95.0
279,13,November,21,20,95.24
279,14,November,25,23,92.0
280,1,August,23,21,91.3
280,2,August,23,20,86.96
280,3,August,21,20,95.24
280,4,August,19,17,89.47
280,5,September,25,23,92.0
280,6,September,20,18,90.0
280,7,September,24,21,87.5
280,8,September,23,20,86.96
280,9,October,22,19,86.36
280,10,October,21,19,90.48
280,11,October,18,17,94.44
280,12,October,22,20,90.91
280,13,November,19,17,89.47
280,14,November,21,19,90.48
281,1,August,25,22,88.0
281,2,August,25,22,88.0
281,3,August,21,18,85.71
281,4,August,23,20,86.96
281,5,September,18,16,88.89
281,6,September,20,18,90.0
281,7,September,25,22,88.0
281,8,September,23,19,82.61
281,9,October,22,19,86.36
281,10,October,21,18,85.71
281,11,October,21,19,90.48
281,12,October,23,19,82.61
281,13,November,18,16,88.89
281,14,November,25,22,88.0
282,1,August,25,21,84.0
282,2,August,19,16,84.21
282,3,August,18,15,83.33
282,4,August,24,21,87.5
282,5,September,25,21,84.0
282,6,September,18,15,83.33
282,7,September,24,21,87.5
282,8,September,25,20,80.0
282,9,October,24,21,87.5
282,10,October,23,20,86.96
282,11,October,24,20,83.33
282,12,October,21,17,80.95
282,13,November,25,20,80.0
282,14,November,18,15,83.33
283,1,August,20,18,90.0
283,2,August,18,17,94.44
283,3,August,21,20,95.24
283,4,August,19,17,89.47
283,5,September,25,22,88.0
283,6,September,20,18,90.0
283,7,September,20,18,90.0
283,8,September,23,21,91.3
283,9,October,18,17,94.44
283,10,October,18,16,88.89
283,11,October,23,22,95.65
283,12,October,24,22,91.67
283,13,November,23,21,91.3
283,14,November,24,21,87.5
284,1,August,24,22,91.67
284,2,August,19,18,94.74
284,3,August,21,20,95.24
284,4,August,20,19,95.0
284,5,September,24,22,91.67
284,6,September,18,16,88.89
284,7,September,20,18,90.0
284,8,September,18,16,88.89
284,9,October,20,18,90.0
284,10,October,19,17,89.47
284,11,October,22,20,90.91
284,12,October,22,20,90.91
284,13,November,21,19,90.48
284,14,November,21,20,95.24
285,1,August,24,21,87.5
285,2,August,20,16,80.0
285,3,August,19,16,84.21
285,4,August,25,19,76.0
285,5,September,22,17,77.27
285,6,September,22,17,77.27
285,7,September,20,15,75.0
285,8,September,21,14,66.67
285,9,October,18,12,66.67
285,10,October,22,14,63.64
285,11,October,24,15,62.5
285,12,October,25,15,60.0
285,13,November,22,12,54.55
285,14,November,19,11,57.89
286,1,August,20,13,65.0
286,2,August,19,13,68.42
286,3,August,23,17,73.91
286,4,August,23,17,73.91
286,5,September,20,15,75.0
286,6,September,23,17,73.91
286,7,September,20,16,80.0
286,8,September,24,19,79.17
286,9,October,19,16,84.21
286,10,October,20,17,85.0
286,11,October,18,16,88.89
286,12,October,24,21,87.5
286,13,November,19,18,94.74
286,14,November,20,19,95.0
287,1,August,22,19,86.36
287,2,August,22,19,86.36
287,3,August,21,18,85.71
287,4,August,25,22,88.0
287,5,September,23,20,86.96
287,6,September,24,21,87.5
287,7,September,21,18,85.71
287,8,September,25,22,88.0
287,9,October,23,20,86.96
287,10,October,20,18,90.0
287,11,October,25,22,88.0
287,12,October,24,21,87.5
287,13,November,22,19,86.36
287,14,November,23,21,91.3
288,1,August,22,13,59.09
288,2,August,19,12,63.16
288,3,August,20,13,65.0
288,4,August,25,17,68.0
288,5,September,18,12,66.67
288,6,September,25,18,72.0
288,7,September,20,15,75.0
288,8,September,24,18,75.0
288,9,October,18,14,77.78
288,10,October,21,17,80.95
288,11,October,24,19,79.17
288,12,October,20,17,85.0
288,13,November,24,21,87.5
288,14,November,21,19,90.48
289,1,August,21,17,80.95
289,2,August,21,16,76.19
289,3,August,18,14,77.78
289,4,August,18,14,77.78
289,5,September,24,18,75.0
289,6,September,22,16,72.73
289,7,September,22,16,72.73
289,8,September,25,18,72.0
289,9,October,18,13,72.22
289,10,October,23,15,65.22
289,11,October,25,16,64.0
289,12,October,21,14,66.67
289,13,November,23,15,65.22
289,14,November,22,14,63.64
290,1,August,25,22,88.0
290,2,August,18,16,88.89
290,3,August,25,22,88.0
290,4,August,22,20,90.91
290,5,September,20,17,85.0
290,6,September,22,20,90.91
290,7,September,22,20,90.91
290,8,September,24,21,87.5
290,9,October,24,21,87.5
290,10,October,22,19,86.36
290,11,October,18,16,88.89
290,12,October,22,19,86.36
290,13,November,25,22,88.0
290,14,November,22,18,81.82
291,1,August,21,18,85.71
291,2,August,21,17,80.95
291,3,August,18,15,83.33
291,4,August,24,21,87.5
291,5,September,22,19,86.36
291,6,September,23,20,86.96
291,7,September,25,21,84.0
291,8,September,25,23,92.0
291,9,October,24,22,91.67
291,10,October,18,16,88.89
291,11,October,19,17,89.47
291,12,October,20,18,90.0
291,13,November,20,18,90.0
291,14,November,20,18,90.0
292,1,August,25,21,84.0
292,2,August,22,20,90.91
292,3,August,20,18,90.0
292,4,August,22,19,86.36
292,5,September,22,20,90.91
292,6,September,23,20,86.96
292,7,September,20,17,85.0
292,8,September,23,20,86.96
292,9,October,25,23,92.0
292,10,October,24,20,83.33
292,11,October,25,23,92.0
292,12,October,24,22,91.67
292,13,November,21,19,90.48
292,14,November,20,18,90.0
293,1,August,20,18,90.0
293,2,August,23,20,86.96
293,3,August,22,19,86.36
293,4,August,21,19,90.48
293,5,September,23,21,91.3
293,6,September,18,17,94.44
293,7,September,18,16,88.89
293,8,September,19,16,84.21
293,9,October,20,18,90.0
293,10,October,22,21,95.45
293,11,October,22,20,90.91
293,12,October,20,19,95.0
293,13,November,22,20,90.91
293,14,November,21,19,90.48
294,1,August,20,17,85.0
294,2,August,21,18,85.71
294,3,August,25,21,84.0
294,4,August,23,19,82.61
294,5,September,18,15,83.33
294,6,September,21,18,85.71
294,7,September,19,16,84.21
294,8,September,20,17,85.0
294,9,October,23,20,86.96
294,10,October,21,18,85.71
294,11,October,24,21,87.5
294,12,October,19,17,89.47
294,13,November,23,19,82.61
294,14,November,23,20,86.96
295,1,August,21,18,85.71
295,2,August,23,20,86.96
295,3,August,18,16,88.89
295,4,August,25,23,92.0
295,5,September,23,21,91.3
295,6,September,23,21,91.3
295,7,September,24,21,87.5
295,8,September,20,18,90.0
295,9,October,24,21,87.5
295,10,October,24,22,91.67
295,11,October,21,19,90.48
295,12,October,18,17,94.44
295,13,November,18,16,88.89
295,14,November,21,19,90.48
296,1,August,19,17,89.47
296,2,August,20,18,90.0
296,3,August,19,17,89.47
296,4,August,20,17,85.0
296,5,September,23,21,91.3
296,6,September,23,21,91.3
296,7,September,18,16,88.89
296,8,September,23,20,86.96
296,9,October,24,21,87.5
296,10,October,25,21,84.0
296,11,October,20,18,90.0
296,12,October,19,16,84.21
296,13,November,18,15,83.33
296,14,November,22,19,86.36
297,1,August,20,17,85.0
297,2,August,25,21,84.0
297,3,August,21,18,85.71
297,4,August,21,17,80.95
297,5,September,19,17,89.47
297,6,September,25,22,88.0
297,7,September,22,18,81.82
297,8,September,25,22,88.0
297,9,October,21,18,85.71
297,10,October,23,20,86.96
297,11,October,24,22,91.67
297,12,October,24,21,87.5
297,13,November,21,18,85.71
297,14,November,22,20,90.91
298,1,August,21,18,85.71
298,2,August,24,19,79.17
298,3,August,18,14,77.78
298,4,August,24,18,75.0
298,5,September,19,13,68.42
298,6,September,18,12,66.67
298,7,September,22,14,63.64
298,8,September,21,13,61.9
298,9,October,22,12,54.55
298,10,October,19,10,52.63
298,11,October,19,9,47.37
298,12,October,22,11,50.0
298,13,November,20,8,40.0
298,14,November,21,8,38.1
299,1,August,19,15,78.95
299,2,August,20,16,80.0
299,3,August,21,15,71.43
299,4,August,24,17,70.83
299,5,September,23,15,65.22
299,6,September,18,11,61.11
299,7,September,18,11,61.11
299,8,September,22,13,59.09
299,9,October,20,10,50.0
299,10,October,21,10,47.62
299,11,October,23,10,43.48
299,12,October,22,9,40.91
299,13,November,23,9,39.13
299,14,November,20,7,35.0
300,1,August,22,19,86.36
300,2,August,21,17,80.95
300,3,August,18,14,77.78
300,4,August,20,16,80.0
300,5,September,18,14,77.78
300,6,September,24,18,75.0
300,7,September,23,17,73.91
300,8,September,23,17,73.91
300,9,October,24,16,66.67
300,10,October,22,15,68.18
300,11,October,24,15,62.5
300,12,October,24,15,62.5
300,13,November,22,13,59.09
300,14,November,23,13,56.52
301,1,August,25,22,88.0
301,2,August,19,16,84.21
301,3,August,19,16,84.21
301,4,August,21,17,80.95
301,5,September,18,13,72.22
301,6,September,18,13,72.22
301,7,September,24,16,66.67
301,8,September,21,14,66.67
301,9,October,25,15,60.0
301,10,October,25,14,56.0
301,11,October,25,13,52.0
301,12,October,18,9,50.0
301,13,November,21,9,42.86
301,14,November,24,10,41.67
302,1,August,20,17,85.0
302,2,August,24,20,83.33
302,3,August,21,18,85.71
302,4,August,19,17,89.47
302,5,September,21,19,90.48
302,6,September,23,20,86.96
302,7,September,18,16,88.89
302,8,September,23,20,86.96
302,9,October,24,22,91.67
302,10,October,25,23,92.0
302,11,October,22,20,90.91
302,12,October,23,20,86.96
302,13,November,21,18,85.71
302,14,November,21,19,90.48
303,1,August,25,21,84.0
303,2,August,20,16,80.0
303,3,August,21,17,80.95
303,4,August,24,19,79.17
303,5,September,18,13,72.22
303,6,September,24,17,70.83
303,7,September,25,17,68.0
303,8,September,24,17,70.83
303,9,October,18,12,66.67
303,10,October,25,16,64.0
303,11,October,22,14,63.64
303,12,October,24,14,58.33
303,13,November,23,14,60.87
303,14,November,25,14,56.0
304,1,August,25,21,84.0
304,2,August,25,21,84.0
304,3,August,22,18,81.82
304,4,August,25,20,80.0
304,5,September,18,14,77.78
304,6,September,18,14,77.78
304,7,September,22,17,77.27
304,8,September,22,17,77.27
304,9,October,22,17,77.27
304,10,October,23,16,69.57
304,11,October,22,15,68.18
304,12,October,23,16,69.57
304,13,November,20,13,65.0
304,14,November,19,12,63.16
305,1,August,19,16,84.21
305,2,August,22,19,86.36
305,3,August,20,18,90.0
305,4,August,21,18,85.71
305,5,September,23,20,86.96
305,6,September,22,19,86.36
305,7,September,20,18,90.0
305,8,September,25,22,88.0
305,9,October,20,17,85.0
305,10,October,19,17,89.47
305,11,October,25,22,88.0
305,12,October,24,22,91.67
305,13,November,22,20,90.91
305,14,November,21,19,90.48
306,1,August,24,14,58.33
306,2,August,22,14,63.64
306,3,August,21,14,66.67
306,4,August,18,12,66.67
306,5,September,18,13,72.22
306,6,September,23,17,73.91
306,7,September,20,15,75.0
306,8,September,25,19,76.0
306,9,October,19,15,78.95
306,10,October,21,17,80.95
306,11,October,20,16,80.0
306,12,October,22,18,81.82
306,13,November,20,18,90.0
306,14,November,24,21,87.5
307,1,August,22,13,59.09
307,2,August,18,11,61.11
307,3,August,25,15,60.0
307,4,August,20,13,65.0
307,5,September,21,14,66.67
307,6,September,25,18,72.0
307,7,September,20,15,75.0
307,8,September,25,18,72.0
307,9,October,18,13,72.22
307,10,October,24,18,75.0
307,11,October,24,19,79.17
307,12,October,20,16,80.0
307,13,November,23,18,78.26
307,14,November,21,17,80.95
308,1,August,19,16,84.21
308,2,August,24,19,79.17
308,3,August,23,18,78.26
308,4,August,23,18,78.26
308,5,September,23,17,73.91
308,6,September,21,16,76.19
308,7,September,23,17,73.91
308,8,September,25,17,68.0
308,9,October,24,17,70.83
308,10,October,22,14,63.64
308,11,October,22,14,63.64
308,12,October,25,16,64.0
308,13,November,25,15,60.0
308,14,November,19,11,57.89
309,1,August,19,18,94.74
309,2,August,18,17,94.44
309,3,August,24,22,91.67
309,4,August,24,23,95.83
309,5,September,25,23,92.0
309,6,September,23,22,95.65
309,7,September,19,18,94.74
309,8,September,20,18,90.0
309,9,October,19,17,89.47
309,10,October,25,22,88.0
309,11,October,19,18,94.74
309,12,October,23,21,91.3
309,13,November,23,20,86.96
309,14,November,22,20,90.91
310,1,August,23,21,91.3
310,2,August,20,18,90.0
310,3,August,21,19,90.48
310,4,August,20,18,90.0
310,5,September,21,19,90.48
310,6,September,24,22,91.67
310,7,September,24,23,95.83
310,8,September,18,17,94.44
310,9,October,18,16,88.89
310,10,October,18,16,88.89
310,11,October,20,18,90.0
310,12,October,23,21,91.3
310,13,November,20,18,90.0
310,14,November,23,20,86.96
311,1,August,25,17,68.0
311,2,August,25,17,68.0
311,3,August,19,13,68.42
311,4,August,25,18,72.0
311,5,September,24,17,70.83
311,6,September,20,15,75.0
311,7,September,18,14,77.78
311,8,September,24,18,75.0
311,9,October,24,18,75.0
311,10,October,23,19,82.61
311,11,October,18,15,83.33
311,12,October,21,18,85.71
311,13,November,24,21,87.5
311,14,November,23,20,86.96
312,1,August,23,15,65.22
312,2,August,21,14,66.67
312,3,August,18,13,72.22
312,4,August,20,15,75.0
312,5,September,19,13,68.42
312,6,September,23,17,73.91
312,7,September,24,17,70.83
312,8,September,24,19,79.17
312,9,October,22,17,77.27
312,10,October,25,20,80.0
312,11,October,19,15,78.95
312,12,October,22,17,77.27
312,13,November,25,20,80.0
312,14,November,18,15,83.33
313,1,August,18,17,94.44
313,2,August,25,23,92.0
313,3,August,22,21,95.45
313,4,August,25,22,88.0
313,5,September,20,18,90.0
313,6,September,18,17,94.44
313,7,September,23,22,95.65
313,8,September,20,18,90.0
313,9,October,18,17,94.44
313,10,October,18,17,94.44
313,11,October,21,20,95.24
313,12,October,25,22,88.0
313,13,November,21,19,90.48
313,14,November,22,21,95.45
314,1,August,22,14,63.64
314,2,August,23,16,69.57
314,3,August,21,15,71.43
314,4,August,24,18,75.0
314,5,September,21,16,76.19
314,6,September,21,17,80.95
314,7,September,20,15,75.0
314,8,September,22,18,81.82
314,9,October,23,19,82.61
314,10,October,23,20,86.96
314,11,October,18,16,88.89
314,12,October,20,18,90.0
314,13,November,19,17,89.47
314,14,November,23,22,95.65
315,1,August,25,17,68.0
315,2,August,20,14,70.0
315,3,August,24,17,70.83
315,4,August,18,12,66.67
315,5,September,18,13,72.22
315,6,September,18,12,66.67
315,7,September,18,13,72.22
315,8,September,22,16,72.73
315,9,October,18,14,77.78
315,10,October,22,17,77.27
315,11,October,18,14,77.78
315,12,October,19,16,84.21
315,13,November,18,15,83.33
315,14,November,21,18,85.71
316,1,August,19,16,84.21
316,2,August,21,19,90.48
316,3,August,25,22,88.0
316,4,August,23,20,86.96
316,5,September,20,17,85.0
316,6,September,24,21,87.5
316,7,September,18,15,83.33
316,8,September,20,17,85.0
316,9,October,18,16,88.89
316,10,October,21,18,85.71
316,11,October,19,16,84.21
316,12,October,22,19,86.36
316,13,November,22,20,90.91
316,14,November,22,19,86.36
317,1,August,21,13,61.9
317,2,August,25,16,64.0
317,3,August,21,14,66.67
317,4,August,20,13,65.0
317,5,September,18,13,72.22
317,6,September,23,17,73.91
317,7,September,18,13,72.22
317,8,September,18,14,77.78
317,9,October,24,19,79.17
317,10,October,23,18,78.26
317,11,October,22,19,86.36
317,12,October,21,17,80.95
317,13,November,18,15,83.33
317,14,November,23,21,91.3
318,1,August,18,15,83.33
318,2,August,20,16,80.0
318,3,August,21,16,76.19
318,4,August,20,16,80.0
318,5,September,23,17,73.91
318,6,September,21,16,76.19
318,7,September,19,13,68.42
318,8,September,18,12,66.67
318,9,October,18,13,72.22
318,10,October,20,13,65.0
318,11,October,25,16,64.0
318,12,October,22,14,63.64
318,13,November,25,14,56.0
318,14,November,22,13,59.09
319,1,August,21,18,85.71
319,2,August,18,15,83.33
319,3,August,25,22,88.0
319,4,August,25,22,88.0
319,5,September,22,19,86.36
319,6,September,24,21,87.5
319,7,September,22,19,86.36
319,8,September,18,15,83.33
319,9,October,19,16,84.21
319,10,October,24,20,83.33
319,11,October,24,21,87.5
319,12,October,22,19,86.36
319,13,November,22,19,86.36
319,14,November,21,18,85.71
320,1,August,19,16,84.21
320,2,August,19,17,89.47
320,3,August,20,16,80.0
320,4,August,20,17,85.0
320,5,September,22,19,86.36
320,6,September,25,20,80.0
320,7,September,18,16,88.89
320,8,September,18,15,83.33
320,9,October,25,20,80.0
320,10,October,21,17,80.95
320,11,October,18,15,83.33
320,12,October,25,21,84.0
320,13,November,21,18,85.71
320,14,November,18,15,83.33
321,1,August,18,16,88.89
321,2,August,24,21,87.5
321,3,August,25,24,96.0
321,4,August,20,18,90.0
321,5,September,21,20,95.24
321,6,September,18,17,94.44
321,7,September,18,17,94.44
321,8,September,24,22,91.67
321,9,October,25,23,92.0
321,10,October,18,17,94.44
321,11,October,24,24,100.0
321,12,October,25,24,96.0
321,13,November,20,18,90.0
321,14,November,20,19,95.0
322,1,August,25,17,68.0
322,2,August,21,16,76.19
322,3,August,19,14,73.68
322,4,August,22,16,72.73
322,5,September,21,15,71.43
322,6,September,22,17,77.27
322,7,September,18,14,77.78
322,8,September,20,16,80.0
322,9,October,20,16,80.0
322,10,October,24,20,83.33
322,11,October,19,16,84.21
322,12,October,25,22,88.0
322,13,November,21,18,85.71
322,14,November,25,22,88.0
323,1,August,19,18,94.74
323,2,August,23,21,91.3
323,3,August,21,20,95.24
323,4,August,25,23,92.0
323,5,September,23,21,91.3
323,6,September,24,23,95.83
323,7,September,23,21,91.3
323,8,September,22,21,95.45
323,9,October,19,18,94.74
323,10,October,18,17,94.44
323,11,October,22,19,86.36
323,12,October,25,22,88.0
323,13,November,18,15,83.33
